"Time","Value"
1734705590000,684
1734705590500,
1734705591000,
1734705591500,
1734705592000,683
1734705592500,
1734705593000,
1734705593500,685
1734705594000,
1734705594500,
1734705595000,
1734705595500,686
1734705596000,
1734705596500,
1734705597000,
1734705597500,683
1734705598000,
1734705598500,
1734705599000,
1734705599500,686
1734705600000,
1734705600500,
1734705601000,687
1734705601500,
1734705602000,
1734705602500,
1734705603000,
1734705603500,686
1734705604000,
1734705604500,
1734705605000,686
1734705605500,
1734705606000,
1734705606500,
1734705607000,
1734705607500,684
1734705608000,
1734705608500,
1734705609000,685
1734705609500,
1734705610000,
1734705610500,687
1734705611000,
1734705611500,
1734705612000,
1734705612500,687
1734705613000,
1734705613500,
1734705614000,
1734705614500,686
1734705615000,
1734705615500,
1734705616000,
1734705616500,687
1734705617000,
1734705617500,
1734705618000,
1734705618500,685
1734705619000,
1734705619500,
1734705620000,
1734705620500,688
1734705621000,
1734705621500,
1734705622000,689
1734705622500,
1734705623000,
1734705623500,
1734705624000,687
1734705624500,
1734705625000,
1734705625500,
1734705626000,687
1734705626500,
1734705627000,
1734705627500,
1734705628000,686
1734705628500,
1734705629000,
1734705629500,
1734705630000,688
1734705630500,
1734705631000,
1734705631500,686
1734705632000,
1734705632500,
1734705633000,
1734705633500,687
1734705634000,
1734705634500,
1734705635000,
1734705635500,689
1734705636000,
1734705636500,
1734705637000,
1734705637500,688
1734705638000,
1734705638500,
1734705639000,
1734705639500,686
1734705640000,
1734705640500,
1734705641000,689
1734705641500,
1734705642000,
1734705642500,
1734705643000,689
1734705643500,
1734705644000,
1734705644500,
1734705645000,688
1734705645500,
1734705646000,
1734705646500,
1734705647000,687
1734705647500,
1734705648000,
1734705648500,
1734705649000,688
1734705649500,
1734705650000,
1734705650500,690
1734705651000,
1734705651500,
1734705652000,
1734705652500,689
1734705653000,
1734705653500,
1734705654000,
1734705654500,689
1734705655000,
1734705655500,
1734705656000,
1734705656500,689
1734705657000,
1734705657500,
1734705658000,
1734705658500,689
1734705659000,
1734705659500,
1734705660000,689
1734705660500,
1734705661000,
1734705661500,
1734705662000,690
1734705662500,
1734705663000,
1734705663500,
1734705664000,692
1734705664500,
1734705665000,
1734705665500,
1734705666000,689
1734705666500,
1734705667000,
1734705667500,
1734705668000,688
1734705668500,
1734705669000,
1734705669500,689
1734705670000,
1734705670500,
1734705671000,
1734705671500,687
1734705672000,
1734705672500,
1734705673000,
1734705673500,688
1734705674000,
1734705674500,
1734705675000,
1734705675500,689
1734705676000,
1734705676500,
1734705677000,
1734705677500,687
1734705678000,
1734705678500,
1734705679000,689
1734705679500,
1734705680000,
1734705680500,
1734705681000,690
1734705681500,
1734705682000,
1734705682500,
1734705683000,688
1734705683500,
1734705684000,
1734705684500,
1734705685000,690
1734705685500,
1734705686000,
1734705686500,691
1734705687000,
1734705687500,
1734705688000,
1734705688500,689
1734705689000,
1734705689500,
1734705690000,
1734705690500,687
1734705691000,
1734705691500,
1734705692000,
1734705692500,689
1734705693000,
1734705693500,
1734705694000,
1734705694500,691
1734705695000,
1734705695500,
1734705696000,
1734705696500,691
1734705697000,
1734705697500,
1734705698000,690
1734705698500,
1734705699000,
1734705699500,
1734705700000,690
1734705700500,
1734705701000,
1734705701500,
1734705702000,691
1734705702500,
1734705703000,
1734705703500,
1734705704000,691
1734705704500,
1734705705000,
1734705705500,
1734705706000,689
1734705706500,
1734705707000,
1734705707500,692
1734705708000,
1734705708500,
1734705709000,
1734705709500,691
1734705710000,
1734705710500,
1734705711000,
1734705711500,692
1734705712000,
1734705712500,
1734705713000,
1734705713500,689
1734705714000,
1734705714500,
1734705715000,690
1734705715500,
1734705716000,
1734705716500,
1734705717000,692
1734705717500,
1734705718000,
1734705718500,
1734705719000,690
1734705719500,
1734705720000,
1734705720500,
1734705721000,690
1734705721500,
1734705722000,
1734705722500,
1734705723000,689
1734705723500,
1734705724000,
1734705724500,691
1734705725000,
1734705725500,
1734705726000,
1734705726500,690
1734705727000,
1734705727500,
1734705728000,
1734705728500,691
1734705729000,
1734705729500,
1734705730000,
1734705730500,689
1734705731000,
1734705731500,
1734705732000,
1734705732500,691
1734705733000,
1734705733500,
1734705734000,
1734705734500,689
1734705735000,
1734705735500,
1734705736000,692
1734705736500,
1734705737000,
1734705737500,
1734705738000,691
1734705738500,
1734705739000,
1734705739500,
1734705740000,691
1734705740500,
1734705741000,
1734705741500,
1734705742000,689
1734705742500,
1734705743000,
1734705743500,691
1734705744000,
1734705744500,
1734705745000,
1734705745500,691
1734705746000,
1734705746500,
1734705747000,
1734705747500,693
1734705748000,
1734705748500,
1734705749000,
1734705749500,692
1734705750000,
1734705750500,
1734705751000,
1734705751500,691
1734705752000,
1734705752500,
1734705753000,
1734705753500,694
1734705754000,
1734705754500,
1734705755000,691
1734705755500,
1734705756000,
1734705756500,
1734705757000,689
1734705757500,
1734705758000,
1734705758500,
1734705759000,692
1734705759500,
1734705760000,
1734705760500,
1734705761000,690
1734705761500,
1734705762000,
1734705762500,692
1734705763000,
1734705763500,
1734705764000,
1734705764500,691
1734705765000,
1734705765500,
1734705766000,
1734705766500,691
1734705767000,
1734705767500,
1734705768000,
1734705768500,691
1734705769000,
1734705769500,
1734705770000,
1734705770500,689
1734705771000,
1734705771500,
1734705772000,691
1734705772500,
1734705773000,
1734705773500,
1734705774000,691
1734705774500,
1734705775000,
1734705775500,
1734705776000,691
1734705776500,
1734705777000,
1734705777500,
1734705778000,691
1734705778500,
1734705779000,
1734705779500,
1734705780000,691
1734705780500,
1734705781000,
1734705781500,
1734705782000,692
1734705782500,
1734705783000,
1734705783500,691
1734705784000,
1734705784500,
1734705785000,
1734705785500,691
1734705786000,
1734705786500,
1734705787000,
1734705787500,692
1734705788000,
1734705788500,
1734705789000,
1734705789500,690
1734705790000,
1734705790500,
1734705791000,
1734705791500,692
1734705792000,
1734705792500,
1734705793000,692
1734705793500,
1734705794000,
1734705794500,
1734705795000,692
1734705795500,
1734705796000,
1734705796500,
1734705797000,691
1734705797500,
1734705798000,
1734705798500,
1734705799000,691
1734705799500,
1734705800000,
1734705800500,
1734705801000,692
1734705801500,
1734705802000,
1734705802500,
1734705803000,690
1734705803500,
1734705804000,
1734705804500,692
1734705805000,
1734705805500,
1734705806000,
1734705806500,691
1734705807000,
1734705807500,
1734705808000,
1734705808500,691
1734705809000,
1734705809500,
1734705810000,693
1734705810500,
1734705811000,
1734705811500,
1734705812000,693
1734705812500,
1734705813000,
1734705813500,
1734705814000,692
1734705814500,
1734705815000,
1734705815500,
1734705816000,692
1734705816500,
1734705817000,
1734705817500,
1734705818000,692
1734705818500,
1734705819000,
1734705819500,693
1734705820000,
1734705820500,
1734705821000,
1734705821500,692
1734705822000,
1734705822500,
1734705823000,
1734705823500,692
1734705824000,
1734705824500,
1734705825000,
1734705825500,692
1734705826000,
1734705826500,
1734705827000,
1734705827500,690
1734705828000,
1734705828500,
1734705829000,
1734705829500,693
1734705830000,
1734705830500,
1734705831000,693
1734705831500,
1734705832000,
1734705832500,
1734705833000,692
1734705833500,
1734705834000,
1734705834500,
1734705835000,691
1734705835500,
1734705836000,
1734705836500,
1734705837000,692
1734705837500,
1734705838000,
1734705838500,692
1734705839000,
1734705839500,
1734705840000,
1734705840500,691
1734705841000,
1734705841500,
1734705842000,
1734705842500,692
1734705843000,
1734705843500,
1734705844000,
1734705844500,692
1734705845000,
1734705845500,
1734705846000,
1734705846500,692
1734705847000,
1734705847500,
1734705848000,693
1734705848500,
1734705849000,
1734705849500,
1734705850000,691
1734705850500,
1734705851000,
1734705851500,
1734705852000,693
1734705852500,
1734705853000,
1734705853500,
1734705854000,691
1734705854500,
1734705855000,
1734705855500,
1734705856000,693
1734705856500,
1734705857000,
1734705857500,692
1734705858000,
1734705858500,
1734705859000,
1734705859500,691
1734705860000,
1734705860500,
1734705861000,
1734705861500,696
1734705862000,
1734705862500,
1734705863000,
1734705863500,694
1734705864000,
1734705864500,
1734705865000,
1734705865500,694
1734705866000,
1734705866500,
1734705867000,
1734705867500,691
1734705868000,
1734705868500,
1734705869000,693
1734705869500,
1734705870000,
1734705870500,
1734705871000,691
1734705871500,
1734705872000,
1734705872500,
1734705873000,693
1734705873500,
1734705874000,
1734705874500,
1734705875000,692
1734705875500,
1734705876000,
1734705876500,692
1734705877000,
1734705877500,
1734705878000,
1734705878500,692
1734705879000,
1734705879500,
1734705880000,
1734705880500,692
1734705881000,
1734705881500,
1734705882000,
1734705882500,692
1734705883000,
1734705883500,
1734705884000,
1734705884500,690
1734705885000,
1734705885500,
1734705886000,691
1734705886500,
1734705887000,
1734705887500,
1734705888000,694
1734705888500,
1734705889000,
1734705889500,
1734705890000,692
1734705890500,
1734705891000,
1734705891500,
1734705892000,691
1734705892500,
1734705893000,
1734705893500,
1734705894000,694
1734705894500,
1734705895000,
1734705895500,691
1734705896000,
1734705896500,
1734705897000,
1734705897500,693
1734705898000,
1734705898500,
1734705899000,
1734705899500,692
1734705900000,
1734705900500,
1734705901000,
1734705901500,692
1734705902000,
1734705902500,
1734705903000,
1734705903500,691
1734705904000,
1734705904500,
1734705905000,692
1734705905500,
1734705906000,
1734705906500,
1734705907000,692
1734705907500,
1734705908000,
1734705908500,
1734705909000,693
1734705909500,
1734705910000,
1734705910500,
1734705911000,692
1734705911500,
1734705912000,
1734705912500,
1734705913000,691
1734705913500,
1734705914000,
1734705914500,
1734705915000,695
1734705915500,
1734705916000,
1734705916500,693
1734705917000,
1734705917500,
1734705918000,
1734705918500,692
1734705919000,
1734705919500,
1734705920000,
1734705920500,691
1734705921000,
1734705921500,
1734705922000,
1734705922500,691
1734705923000,
1734705923500,
1734705924000,693
1734705924500,
1734705925000,
1734705925500,
1734705926000,692
1734705926500,
1734705927000,
1734705927500,
1734705928000,690
1734705928500,
1734705929000,
1734705929500,
1734705930000,695
1734705930500,
1734705931000,
1734705931500,
1734705932000,695
1734705932500,
1734705933000,
1734705933500,693
1734705934000,
1734705934500,
1734705935000,
1734705935500,692
1734705936000,
1734705936500,
1734705937000,
1734705937500,692
1734705938000,
1734705938500,
1734705939000,
1734705939500,691
1734705940000,
1734705940500,
1734705941000,
1734705941500,692
1734705942000,
1734705942500,
1734705943000,
1734705943500,693
1734705944000,
1734705944500,
1734705945000,691
1734705945500,
1734705946000,
1734705946500,
1734705947000,692
1734705947500,
1734705948000,
1734705948500,
1734705949000,695
1734705949500,
1734705950000,
1734705950500,
1734705951000,691
1734705951500,
1734705952000,
1734705952500,
1734705953000,692
1734705953500,
1734705954000,
1734705954500,695
1734705955000,
1734705955500,
1734705956000,
1734705956500,691
1734705957000,
1734705957500,
1734705958000,
1734705958500,694
1734705959000,
1734705959500,
1734705960000,
1734705960500,692
1734705961000,
1734705961500,
1734705962000,693
1734705962500,
1734705963000,
1734705963500,
1734705964000,690
1734705964500,
1734705965000,
1734705965500,
1734705966000,694
1734705966500,
1734705967000,
1734705967500,
1734705968000,693
1734705968500,
1734705969000,
1734705969500,
1734705970000,692
1734705970500,
1734705971000,
1734705971500,692
1734705972000,
1734705972500,
1734705973000,
1734705973500,694
1734705974000,
1734705974500,
1734705975000,
1734705975500,694
1734705976000,
1734705976500,
1734705977000,
1734705977500,691
1734705978000,
1734705978500,
1734705979000,
1734705979500,694
1734705980000,
1734705980500,
1734705981000,693
1734705981500,
1734705982000,
1734705982500,
1734705983000,692
1734705983500,
1734705984000,
1734705984500,
1734705985000,692
1734705985500,
1734705986000,
1734705986500,
1734705987000,693
1734705987500,
1734705988000,
1734705988500,
1734705989000,695
1734705989500,
1734705990000,
1734705990500,695
1734705991000,
1734705991500,
1734705992000,
1734705992500,692
1734705993000,
1734705993500,
1734705994000,
1734705994500,695
1734705995000,
1734705995500,
1734705996000,
1734705996500,694
1734705997000,
1734705997500,
1734705998000,
1734705998500,692
1734705999000,
1734705999500,
1734706000000,695
1734706000500,
1734706001000,
1734706001500,
1734706002000,692
1734706002500,
1734706003000,
1734706003500,
1734706004000,691
1734706004500,
1734706005000,
1734706005500,
1734706006000,692
1734706006500,
1734706007000,
1734706007500,
1734706008000,692
1734706008500,
1734706009000,
1734706009500,695
1734706010000,
1734706010500,
1734706011000,
1734706011500,694
1734706012000,
1734706012500,
1734706013000,
1734706013500,694
1734706014000,
1734706014500,
1734706015000,
1734706015500,692
1734706016000,
1734706016500,
1734706017000,
1734706017500,693
1734706018000,
1734706018500,
1734706019000,692
1734706019500,
1734706020000,
1734706020500,
1734706021000,693
1734706021500,
1734706022000,
1734706022500,
1734706023000,694
1734706023500,
1734706024000,
1734706024500,
1734706025000,695
1734706025500,
1734706026000,
1734706026500,
1734706027000,696
1734706027500,
1734706028000,
1734706028500,692
1734706029000,
1734706029500,
1734706030000,
1734706030500,692
1734706031000,
1734706031500,
1734706032000,
1734706032500,695
1734706033000,
1734706033500,
1734706034000,
1734706034500,692
1734706035000,
1734706035500,
1734706036000,
1734706036500,693
1734706037000,
1734706037500,
1734706038000,
1734706038500,694
1734706039000,
1734706039500,
1734706040000,692
1734706040500,
1734706041000,
1734706041500,
1734706042000,695
1734706042500,
1734706043000,
1734706043500,
1734706044000,693
1734706044500,
1734706045000,
1734706045500,
1734706046000,695
1734706046500,
1734706047000,
1734706047500,692
1734706048000,
1734706048500,
1734706049000,
1734706049500,695
1734706050000,
1734706050500,
1734706051000,
1734706051500,694
1734706052000,
1734706052500,
1734706053000,
1734706053500,694
1734706054000,
1734706054500,
1734706055000,
1734706055500,696
1734706056000,
1734706056500,
1734706057000,694
1734706057500,
1734706058000,
1734706058500,
1734706059000,694
1734706059500,
1734706060000,
1734706060500,
1734706061000,695
1734706061500,
1734706062000,
1734706062500,
1734706063000,692
1734706063500,
1734706064000,
1734706064500,
1734706065000,694
1734706065500,
1734706066000,
1734706066500,694
1734706067000,
1734706067500,
1734706068000,
1734706068500,696
1734706069000,
1734706069500,
1734706070000,
1734706070500,693
1734706071000,
1734706071500,
1734706072000,
1734706072500,695
1734706073000,
1734706073500,
1734706074000,
1734706074500,692
1734706075000,
1734706075500,
1734706076000,694
1734706076500,
1734706077000,
1734706077500,
1734706078000,692
1734706078500,
1734706079000,
1734706079500,
1734706080000,693
1734706080500,
1734706081000,
1734706081500,
1734706082000,693
1734706082500,
1734706083000,
1734706083500,
1734706084000,695
1734706084500,
1734706085000,
1734706085500,
1734706086000,693
1734706086500,
1734706087000,
1734706087500,695
1734706088000,
1734706088500,
1734706089000,
1734706089500,696
1734706090000,
1734706090500,
1734706091000,
1734706091500,695
1734706092000,
1734706092500,
1734706093000,
1734706093500,694
1734706094000,
1734706094500,
1734706095000,695
1734706095500,
1734706096000,
1734706096500,
1734706097000,694
1734706097500,
1734706098000,
1734706098500,
1734706099000,695
1734706099500,
1734706100000,
1734706100500,
1734706101000,693
1734706101500,
1734706102000,
1734706102500,
1734706103000,695
1734706103500,
1734706104000,
1734706104500,696
1734706105000,
1734706105500,
1734706106000,
1734706106500,693
1734706107000,
1734706107500,
1734706108000,
1734706108500,695
1734706109000,
1734706109500,
1734706110000,
1734706110500,695
1734706111000,
1734706111500,
1734706112000,
1734706112500,695
1734706113000,
1734706113500,
1734706114000,694
1734706114500,
1734706115000,
1734706115500,
1734706116000,693
1734706116500,
1734706117000,
1734706117500,
1734706118000,693
1734706118500,
1734706119000,
1734706119500,
1734706120000,695
1734706120500,
1734706121000,
1734706121500,
1734706122000,695
1734706122500,
1734706123000,
1734706123500,694
1734706124000,
1734706124500,
1734706125000,
1734706125500,692
1734706126000,
1734706126500,
1734706127000,
1734706127500,695
1734706128000,
1734706128500,
1734706129000,
1734706129500,695
1734706130000,
1734706130500,
1734706131000,
1734706131500,695
1734706132000,
1734706132500,
1734706133000,696
1734706133500,
1734706134000,
1734706134500,
1734706135000,696
1734706135500,
1734706136000,
1734706136500,
1734706137000,696
1734706137500,
1734706138000,
1734706138500,
1734706139000,695
1734706139500,
1734706140000,
1734706140500,
1734706141000,695
1734706141500,
1734706142000,
1734706142500,695
1734706143000,
1734706143500,
1734706144000,
1734706144500,696
1734706145000,
1734706145500,
1734706146000,
1734706146500,694
1734706147000,
1734706147500,
1734706148000,
1734706148500,695
1734706149000,
1734706149500,
1734706150000,
1734706150500,696
1734706151000,
1734706151500,
1734706152000,695
1734706152500,
1734706153000,
1734706153500,
1734706154000,693
1734706154500,
1734706155000,
1734706155500,
1734706156000,695
1734706156500,
1734706157000,
1734706157500,
1734706158000,694
1734706158500,
1734706159000,
1734706159500,
1734706160000,695
1734706160500,
1734706161000,
1734706161500,696
1734706162000,
1734706162500,
1734706163000,
1734706163500,695
1734706164000,
1734706164500,
1734706165000,
1734706165500,694
1734706166000,
1734706166500,
1734706167000,
1734706167500,695
1734706168000,
1734706168500,
1734706169000,
1734706169500,695
1734706170000,
1734706170500,
1734706171000,697
1734706171500,
1734706172000,
1734706172500,
1734706173000,693
1734706173500,
1734706174000,
1734706174500,
1734706175000,692
1734706175500,
1734706176000,
1734706176500,
1734706177000,695
1734706177500,
1734706178000,
1734706178500,
1734706179000,695
1734706179500,
1734706180000,
1734706180500,695
1734706181000,
1734706181500,
1734706182000,
1734706182500,695
1734706183000,
1734706183500,
1734706184000,
1734706184500,696
1734706185000,
1734706185500,
1734706186000,
1734706186500,696
1734706187000,
1734706187500,
1734706188000,
1734706188500,692
1734706189000,
1734706189500,
1734706190000,695
1734706190500,
1734706191000,
1734706191500,
1734706192000,696
1734706192500,
1734706193000,
1734706193500,
1734706194000,694
1734706194500,
1734706195000,
