"Time","Value"
1734707920500,
1734707921000,
1734707921500,693
1734707922000,
1734707922500,
1734707923000,
1734707923500,690
1734707924000,
1734707924500,
1734707925000,
1734707925500,691
1734707926000,
1734707926500,
1734707927000,691
1734707927500,
1734707928000,
1734707928500,
1734707929000,689
1734707929500,
1734707930000,
1734707930500,
1734707931000,690
1734707931500,
1734707932000,
1734707932500,
1734707933000,691
1734707933500,
1734707934000,
1734707934500,
1734707935000,690
1734707935500,
1734707936000,
1734707936500,692
1734707937000,
1734707937500,
1734707938000,
1734707938500,689
1734707939000,
1734707939500,
1734707940000,
1734707940500,691
1734707941000,
1734707941500,
1734707942000,
1734707942500,691
1734707943000,
1734707943500,
1734707944000,
1734707944500,689
1734707945000,
1734707945500,
1734707946000,692
1734707946500,
1734707947000,
1734707947500,
1734707948000,691
1734707948500,
1734707949000,
1734707949500,
1734707950000,691
1734707950500,
1734707951000,
1734707951500,
1734707952000,689
1734707952500,
1734707953000,
1734707953500,
1734707954000,692
1734707954500,
1734707955000,
1734707955500,689
1734707956000,
1734707956500,
1734707957000,
1734707957500,689
1734707958000,
1734707958500,
1734707959000,
1734707959500,690
1734707960000,
1734707960500,
1734707961000,
1734707961500,691
1734707962000,
1734707962500,
1734707963000,
1734707963500,691
1734707964000,
1734707964500,
1734707965000,691
1734707965500,
1734707966000,
1734707966500,
1734707967000,690
1734707967500,
1734707968000,
1734707968500,
1734707969000,689
1734707969500,
1734707970000,
1734707970500,
1734707971000,692
1734707971500,
1734707972000,
1734707972500,
1734707973000,689
1734707973500,
1734707974000,
1734707974500,692
1734707975000,
1734707975500,
1734707976000,
1734707976500,692
1734707977000,
1734707977500,
1734707978000,
1734707978500,690
1734707979000,
1734707979500,
1734707980000,
1734707980500,690
1734707981000,
1734707981500,
1734707982000,
1734707982500,691
1734707983000,
1734707983500,
1734707984000,693
1734707984500,
1734707985000,
1734707985500,
1734707986000,691
1734707986500,
1734707987000,
1734707987500,
1734707988000,692
1734707988500,
1734707989000,
1734707989500,
1734707990000,689
1734707990500,
1734707991000,
1734707991500,
1734707992000,693
1734707992500,
1734707993000,
1734707993500,689
1734707994000,
1734707994500,
1734707995000,
1734707995500,689
1734707996000,
1734707996500,
1734707997000,
1734707997500,689
1734707998000,
1734707998500,
1734707999000,
1734707999500,692
1734708000000,
1734708000500,
1734708001000,
1734708001500,691
1734708002000,
1734708002500,
1734708003000,689
1734708003500,
1734708004000,
1734708004500,
1734708005000,689
1734708005500,
1734708006000,
1734708006500,
1734708007000,689
1734708007500,
1734708008000,
1734708008500,
1734708009000,691
1734708009500,
1734708010000,
1734708010500,
1734708011000,690
1734708011500,
1734708012000,
1734708012500,689
1734708013000,
1734708013500,
1734708014000,
1734708014500,691
1734708015000,
1734708015500,
1734708016000,
1734708016500,691
1734708017000,
1734708017500,
1734708018000,
1734708018500,691
1734708019000,
1734708019500,
1734708020000,
1734708020500,691
1734708021000,
1734708021500,
1734708022000,691
1734708022500,
1734708023000,
1734708023500,
1734708024000,689
1734708024500,
1734708025000,
1734708025500,
1734708026000,692
1734708026500,
1734708027000,
1734708027500,
1734708028000,690
1734708028500,
1734708029000,
1734708029500,
1734708030000,692
1734708030500,
1734708031000,
1734708031500,689
1734708032000,
1734708032500,
1734708033000,
1734708033500,691
1734708034000,
1734708034500,
1734708035000,
1734708035500,689
1734708036000,
1734708036500,
1734708037000,
1734708037500,690
1734708038000,
1734708038500,
1734708039000,
1734708039500,691
1734708040000,
1734708040500,
1734708041000,692
1734708041500,
1734708042000,
1734708042500,
1734708043000,689
1734708043500,
1734708044000,
1734708044500,
1734708045000,691
1734708045500,
1734708046000,
1734708046500,
1734708047000,691
1734708047500,
1734708048000,
1734708048500,
1734708049000,689
1734708049500,
1734708050000,
1734708050500,691
1734708051000,
1734708051500,
1734708052000,
1734708052500,692
1734708053000,
1734708053500,
1734708054000,
1734708054500,692
1734708055000,
1734708055500,
1734708056000,
1734708056500,690
1734708057000,
1734708057500,
1734708058000,
1734708058500,689
1734708059000,
1734708059500,
1734708060000,691
1734708060500,
1734708061000,
1734708061500,
1734708062000,690
1734708062500,
1734708063000,
1734708063500,
1734708064000,691
1734708064500,
1734708065000,
1734708065500,
1734708066000,688
1734708066500,
1734708067000,
1734708067500,
1734708068000,689
1734708068500,
1734708069000,
1734708069500,689
1734708070000,
1734708070500,
1734708071000,
1734708071500,689
1734708072000,
1734708072500,
1734708073000,
1734708073500,689
1734708074000,
1734708074500,
1734708075000,
1734708075500,688
1734708076000,
1734708076500,
1734708077000,
1734708077500,687
1734708078000,
1734708078500,
1734708079000,691
1734708079500,
1734708080000,
1734708080500,
1734708081000,691
1734708081500,
1734708082000,
1734708082500,
1734708083000,691
1734708083500,
1734708084000,
1734708084500,
1734708085000,691
1734708085500,
1734708086000,
1734708086500,
1734708087000,687
1734708087500,
1734708088000,
1734708088500,690
1734708089000,
1734708089500,
1734708090000,
1734708090500,692
1734708091000,
1734708091500,
1734708092000,
1734708092500,691
1734708093000,
1734708093500,
1734708094000,
1734708094500,689
1734708095000,
1734708095500,
1734708096000,
1734708096500,690
1734708097000,
1734708097500,
1734708098000,691
1734708098500,
1734708099000,
1734708099500,
1734708100000,691
1734708100500,
1734708101000,
1734708101500,
1734708102000,689
1734708102500,
1734708103000,
1734708103500,
1734708104000,691
1734708104500,
1734708105000,
1734708105500,
1734708106000,691
1734708106500,
1734708107000,
1734708107500,689
1734708108000,
1734708108500,
1734708109000,
1734708109500,691
1734708110000,
1734708110500,
1734708111000,
1734708111500,690
1734708112000,
1734708112500,
1734708113000,
1734708113500,688
1734708114000,
1734708114500,
1734708115000,
1734708115500,689
1734708116000,
1734708116500,
1734708117000,687
1734708117500,
1734708118000,
1734708118500,
1734708119000,691
1734708119500,
1734708120000,
1734708120500,
1734708121000,691
1734708121500,
1734708122000,
1734708122500,
1734708123000,689
1734708123500,
1734708124000,
1734708124500,
1734708125000,688
1734708125500,
1734708126000,
1734708126500,690
1734708127000,
1734708127500,
1734708128000,
1734708128500,691
1734708129000,
1734708129500,
1734708130000,
1734708130500,692
1734708131000,
1734708131500,
1734708132000,
1734708132500,690
1734708133000,
1734708133500,
1734708134000,
1734708134500,691
1734708135000,
1734708135500,
1734708136000,689
1734708136500,
1734708137000,
1734708137500,
1734708138000,689
1734708138500,
1734708139000,
1734708139500,
1734708140000,691
1734708140500,
1734708141000,
1734708141500,
1734708142000,691
1734708142500,
1734708143000,
1734708143500,
1734708144000,690
1734708144500,
1734708145000,
1734708145500,690
1734708146000,
1734708146500,
1734708147000,
1734708147500,689
1734708148000,
1734708148500,
1734708149000,
1734708149500,691
1734708150000,
1734708150500,
1734708151000,
1734708151500,692
1734708152000,
1734708152500,
1734708153000,
1734708153500,691
1734708154000,
1734708154500,
1734708155000,691
1734708155500,
1734708156000,
1734708156500,
1734708157000,692
1734708157500,
1734708158000,
1734708158500,
1734708159000,692
1734708159500,
1734708160000,
1734708160500,
1734708161000,692
1734708161500,
1734708162000,
1734708162500,
1734708163000,693
1734708163500,
1734708164000,
1734708164500,691
1734708165000,
1734708165500,
1734708166000,
1734708166500,692
1734708167000,
1734708167500,
1734708168000,
1734708168500,690
1734708169000,
1734708169500,
1734708170000,
1734708170500,692
1734708171000,
1734708171500,
1734708172000,
1734708172500,692
1734708173000,
1734708173500,
1734708174000,690
1734708174500,
1734708175000,
1734708175500,
1734708176000,691
1734708176500,
1734708177000,
1734708177500,
1734708178000,691
1734708178500,
1734708179000,
1734708179500,
1734708180000,691
1734708180500,
1734708181000,
1734708181500,
1734708182000,690
1734708182500,
1734708183000,
1734708183500,693
1734708184000,
1734708184500,
1734708185000,
1734708185500,689
1734708186000,
1734708186500,
1734708187000,
1734708187500,695
1734708188000,
1734708188500,
1734708189000,
1734708189500,692
1734708190000,
1734708190500,
1734708191000,
1734708191500,692
1734708192000,
1734708192500,
1734708193000,695
1734708193500,
1734708194000,
1734708194500,
1734708195000,693
1734708195500,
1734708196000,
1734708196500,
1734708197000,693
1734708197500,
1734708198000,
1734708198500,
1734708199000,694
1734708199500,
1734708200000,
1734708200500,
1734708201000,692
1734708201500,
1734708202000,
1734708202500,695
1734708203000,
1734708203500,
1734708204000,
1734708204500,691
1734708205000,
1734708205500,
1734708206000,
1734708206500,694
1734708207000,
1734708207500,
1734708208000,
1734708208500,692
1734708209000,
1734708209500,
1734708210000,
1734708210500,691
1734708211000,
1734708211500,
1734708212000,692
1734708212500,
1734708213000,
1734708213500,
1734708214000,692
1734708214500,
1734708215000,
1734708215500,
1734708216000,692
1734708216500,
1734708217000,
1734708217500,
1734708218000,691
1734708218500,
1734708219000,
1734708219500,
1734708220000,692
1734708220500,
1734708221000,
1734708221500,694
1734708222000,
1734708222500,
1734708223000,
1734708223500,693
1734708224000,
1734708224500,
1734708225000,
1734708225500,694
1734708226000,
1734708226500,
1734708227000,
1734708227500,691
1734708228000,
1734708228500,
1734708229000,
1734708229500,692
1734708230000,
1734708230500,
1734708231000,692
1734708231500,
1734708232000,
1734708232500,
1734708233000,692
1734708233500,
1734708234000,
1734708234500,
1734708235000,691
1734708235500,
1734708236000,
1734708236500,
1734708237000,692
1734708237500,
1734708238000,
1734708238500,
1734708239000,692
1734708239500,
1734708240000,
1734708240500,693
1734708241000,
1734708241500,
1734708242000,
1734708242500,692
1734708243000,
1734708243500,
1734708244000,
1734708244500,692
1734708245000,
1734708245500,
1734708246000,
1734708246500,691
1734708247000,
1734708247500,
1734708248000,
1734708248500,694
1734708249000,
1734708249500,
1734708250000,693
1734708250500,
1734708251000,
1734708251500,
1734708252000,691
1734708252500,
1734708253000,
1734708253500,
1734708254000,691
1734708254500,
1734708255000,
1734708255500,
1734708256000,694
1734708256500,
1734708257000,
1734708257500,
1734708258000,692
1734708258500,
1734708259000,
1734708259500,691
1734708260000,
1734708260500,
1734708261000,
1734708261500,693
1734708262000,
1734708262500,
1734708263000,
1734708263500,691
1734708264000,
1734708264500,
1734708265000,
1734708265500,692
1734708266000,
1734708266500,
1734708267000,
1734708267500,692
1734708268000,
1734708268500,
1734708269000,695
1734708269500,
1734708270000,
1734708270500,
1734708271000,694
1734708271500,
1734708272000,
1734708272500,
1734708273000,694
1734708273500,
1734708274000,
1734708274500,
1734708275000,692
1734708275500,
1734708276000,
1734708276500,
1734708277000,694
1734708277500,
1734708278000,
1734708278500,692
1734708279000,
1734708279500,
1734708280000,
1734708280500,692
1734708281000,
1734708281500,
1734708282000,
1734708282500,692
1734708283000,
1734708283500,
1734708284000,
1734708284500,694
1734708285000,
1734708285500,
1734708286000,
1734708286500,694
1734708287000,
1734708287500,
1734708288000,695
1734708288500,
1734708289000,
1734708289500,
1734708290000,691
1734708290500,
1734708291000,
1734708291500,
1734708292000,692
1734708292500,
1734708293000,
1734708293500,
1734708294000,692
1734708294500,
1734708295000,
1734708295500,
1734708296000,695
1734708296500,
1734708297000,
1734708297500,692
1734708298000,
1734708298500,
1734708299000,
1734708299500,694
1734708300000,
1734708300500,
1734708301000,
1734708301500,693
1734708302000,
1734708302500,
1734708303000,
1734708303500,692
1734708304000,
1734708304500,
1734708305000,
1734708305500,692
1734708306000,
1734708306500,
1734708307000,692
1734708307500,
1734708308000,
1734708308500,
1734708309000,695
1734708309500,
1734708310000,
1734708310500,
1734708311000,695
1734708311500,
1734708312000,
1734708312500,
1734708313000,692
1734708313500,
1734708314000,
1734708314500,
1734708315000,693
1734708315500,
1734708316000,
1734708316500,693
1734708317000,
1734708317500,
1734708318000,
1734708318500,691
1734708319000,
1734708319500,
1734708320000,
1734708320500,693
1734708321000,
1734708321500,
1734708322000,
1734708322500,695
1734708323000,
1734708323500,
1734708324000,
1734708324500,695
1734708325000,
1734708325500,
1734708326000,693
1734708326500,
1734708327000,
1734708327500,
1734708328000,694
1734708328500,
1734708329000,
1734708329500,
1734708330000,692
1734708330500,
1734708331000,
1734708331500,
1734708332000,692
1734708332500,
1734708333000,
1734708333500,
1734708334000,695
1734708334500,
1734708335000,
1734708335500,691
1734708336000,
1734708336500,
1734708337000,
1734708337500,691
1734708338000,
1734708338500,
1734708339000,
1734708339500,691
1734708340000,
1734708340500,
1734708341000,
1734708341500,693
1734708342000,
1734708342500,
1734708343000,
1734708343500,692
1734708344000,
1734708344500,
1734708345000,692
1734708345500,
1734708346000,
1734708346500,
1734708347000,692
1734708347500,
1734708348000,
1734708348500,
1734708349000,693
1734708349500,
1734708350000,
1734708350500,
1734708351000,693
1734708351500,
1734708352000,
1734708352500,
1734708353000,691
1734708353500,
1734708354000,
1734708354500,692
1734708355000,
1734708355500,
1734708356000,
1734708356500,694
1734708357000,
1734708357500,
1734708357962,
