ORP,8,7.8,7.6,7.5,7.4,7.3,7.2,7.1,7,6.9,6.8,6.7
725,2.733917365,2.031269902,1.634748415,1.506018466,1.37974373,1.291581464,1.210741557,1.142886715,1.084281089,1.022813283,0.962308726,0.909733725
730,3.349277338,2.272518185,1.778603994,1.59514071,1.466398494,1.362032922,1.268724598,1.197370023,1.123424292,1.063331836,1.005472933,0.943832634
735,3.80602695,2.58235731,1.934820082,1.719557165,1.572057,1.447864238,1.345222661,1.257786498,1.181622035,1.109535116,1.045689503,0.977333119
740,4.698559409,2.953605905,2.142136901,1.854829735,1.684464222,1.540351257,1.422046025,1.328838105,1.230143187,1.15170305,1.085102014,1.01456123
745,5.586106227,3.471884717,2.408771289,2.08838225,1.835702402,1.660304509,1.515610682,1.391482485,1.299347712,1.212908816,1.13375054,1.053653374
750,6.773575908,4.07825695,2.678031681,2.298063007,2.003256435,1.786143393,1.617022176,1.47877295,1.361248816,1.275852965,1.171144016,1.092869745
755,8.76206331,4.932616063,3.091532155,2.613513201,2.230179025,1.949283871,1.743458894,1.57241167,1.451976229,1.329988758,1.213868627,1.141005577
760,11.02119248,5.982999975,3.644083496,2.960669933,2.48143458,2.134556486,1.881903033,1.683071452,1.526416964,1.39828752,1.289353681,1.184617682
765,14.57635582,7.42146836,4.248741151,3.487025829,2.835406871,2.392021688,2.071091978,1.817510176,1.64426065,1.491631394,1.357422205,1.242896808
770,18.06795132,9.248296674,5.164915721,4.01122052,3.239255123,2.691410645,2.276979968,2.000489884,1.752546267,1.576513161,1.422457733,1.300093987
775,,11.76913935,6.408200579,4.869549388,3.81762875,3.09120168,2.562417967,2.207054065,1.919739576,1.693953179,1.505742613,1.371561971
780,,14.92337573,7.840668132,5.957564713,4.493333361,3.553592756,2.887784753,2.431920744,2.080296631,1.825171181,1.614752564,1.446760213
785,,19.26826199,9.71915414,7.19875687,5.429358116,4.214308587,3.351823199,2.762879844,2.333712998,2.009206492,1.745637385,1.546100681
790,,,12.37193192,8.931788487,6.597451433,5.013628148,3.894644278,3.140922865,2.590993437,2.197051548,1.890833326,1.652614832
795,,,16.11787326,11.5273107,8.209726708,6.121537424,4.653155189,3.677397432,2.982855424,2.45732819,2.080081883,1.795786446
800,,,19.8608854,14.63043838,10.26451336,7.49619985,5.589447222,4.316962355,3.405398425,2.780071415,2.318526723,1.950232212
805,,,,18.22564833,13.03003649,9.393928111,6.891489633,5.199955482,4.042605481,3.226124675,2.608219934,2.174690304
810,,,,,16.55557543,11.77898029,8.550434621,6.286881012,4.779373573,3.738635889,2.965559318,2.420341224
815,,,,,,15.06024435,10.76464969,7.85555097,5.820177069,4.488204399,3.455559691,2.772263376
820,,,,,,19.3003772,13.54229582,9.687140341,7.093556018,5.327577213,4.047624962,3.178079278
825,,,,,,,17.45987857,12.32447167,8.905060489,6.671020421,4.880211487,3.751380861
830,,,,,,,22.43600366,15.68080405,11.15458587,7.920529837,5.94740278,4.448474768
835,,,,,,,29.15291161,20.78138228,14.19854804,10.52543426,7.299666149,5.406534596
840,,,,,,,,,17.99627874,12.49497897,9.01316511,6.566964627
845,,,,,,,,,,16.68849234,11.43538885,8.215178358
850,,,,,,,,,,20.87075026,14.48660269,10.28664983
855,,,,,,,,,,27.18232321,18.72764056,13.15681958
860,,,,,,,,,,,,16.61275882
