ORP,8,7.8,7.6,7.5,7.4,7.3,7.2,7.1,7,6.9,6.8,6.7
565,0.365203237,0.353589963,0.357233469,0.341130227,0.33716321,0.333625002,0.33012171,0.326682588,0.323287991,0.318597988,0.314325396,0.31076995
570,0.381176187,0.369046499,0.374573545,0.353926868,0.350965227,0.346398366,0.343331909,0.339150991,0.335535194,0.331127594,0.326116521,0.323281217
575,0.402610698,0.385473631,0.390471672,0.370220902,0.366278894,0.361271083,0.355481721,0.353114272,0.348190232,0.343377509,0.33834996,0.332423001
580,0.420247254,0.404682881,0.404125551,0.388852928,0.381253321,0.376070571,0.37034679,0.366575591,0.361354889,0.357247813,0.351042306,0.34538847
585,0.438529325,0.422830868,0.425638899,0.405093933,0.398153719,0.39241141,0.384810073,0.383742372,0.374865505,0.367807256,0.362723549,0.357054272
590,0.461144497,0.442276845,0.434112056,0.422013268,0.415337806,0.408726377,0.401741394,0.39599203,0.389871038,0.38197767,0.374793495,0.36748444
595,0.484265657,0.462920998,0.453233685,0.437800363,0.433349647,0.425440759,0.418213776,0.411067105,0.404639454,0.396138028,0.390447288,0.382981761
600,0.496443889,0.485837915,0.474732476,0.461764891,0.452151369,0.442952521,0.432576774,0.427010853,0.418981842,0.410766258,0.403439765,0.394278481
605,0.530902079,0.508558001,0.494548371,0.48105117,0.470767875,0.46228092,0.452047372,0.446190919,0.435643664,0.425946672,0.41686458,0.407813636
610,0.545136245,0.531569992,0.518635837,0.501142968,0.492090223,0.481550098,0.472166868,0.462430302,0.452536204,0.442287078,0.432502204,0.421619351
615,0.575936428,0.557622719,0.539872583,0.524214517,0.511595288,0.502036332,0.490429728,0.481273496,0.4699898,0.460439191,0.448726433,0.435139099
620,0.613451865,0.583805484,0.565636191,0.546109095,0.533725118,0.523923223,0.512642439,0.499614886,0.486602354,0.476348708,0.462829942,0.451916221
625,0.62691394,0.612461274,0.586867822,0.573593007,0.556986901,0.545347253,0.530654647,0.51987608,0.506506892,0.492720873,0.483122751,0.4654544
630,0.659378587,0.639453032,0.617897925,0.597177236,0.581297469,0.566547985,0.551318454,0.541179914,0.525366305,0.509417297,0.498401841,0.483625425
635,0.715647947,0.670655773,0.63842103,0.615887256,0.605064353,0.591609944,0.57603237,0.563343011,0.54501006,0.530125931,0.515381736,0.498404613
640,0.726417047,0.701569618,0.66105975,0.642128643,0.631464828,0.617851826,0.59864952,0.585918834,0.567234703,0.54808675,0.535906797,0.515621285
645,0.762930378,0.736330019,0.692160397,0.682986585,0.659119464,0.642117049,0.624654899,0.605557328,0.587019592,0.568386727,0.549216183,0.533947076
650,0.805728595,0.768337637,0.734714395,0.706965436,0.687763372,0.668108324,0.646303032,0.628709635,0.61217215,0.589642213,0.57476346,0.548103803
655,0.870992745,0.806318761,0.759809172,0.743334157,0.718014311,0.695178951,0.672579801,0.654624629,0.631974869,0.612451847,0.587277065,0.572026762
660,0.91156,0.846047248,0.802625927,0.772821935,0.749081444,0.725690166,0.70040486,0.679998519,0.659653245,0.634485298,0.614363016,0.588438597
665,0.938906811,0.895246616,0.826026051,0.807024129,0.780490143,0.756160995,0.729867452,0.704530024,0.68091992,0.658444199,0.632549068,0.609509334
670,1.028982139,0.938651888,0.866370059,0.846342552,0.814035975,0.788401289,0.76093799,0.732234901,0.706615942,0.681854448,0.650989212,0.628567308
675,1.074194147,0.989621929,0.918553687,0.881232016,0.849268313,0.822768266,0.788209137,0.762167539,0.732592623,0.707654436,0.674047867,0.645482035
680,1.129411063,1.038438834,0.963549048,0.922019467,0.888651663,0.856423196,0.820679366,0.791321131,0.766661801,0.732559615,0.697078445,0.670204329
685,1.243967246,1.101329995,1.005784899,0.963707796,0.92928208,0.892002697,0.857573965,0.821402985,0.793410856,0.75456291,0.723405308,0.69871156
690,1.299414953,1.165907505,1.055796765,1.0130058,0.97045294,0.931571511,0.889390374,0.856130197,0.818645502,0.786473751,0.750038631,0.719299167
695,1.418036744,1.243539996,1.111701653,1.05677262,1.014465743,0.972891214,0.928283248,0.894487677,0.852596109,0.81382482,0.776654278,0.742613529
700,1.533723514,1.322892613,1.17214404,1.127185766,1.059971899,1.015840377,0.967374565,0.923902057,0.874572418,0.845807002,0.800544422,0.764284477
705,1.688084562,1.421384818,1.225439171,1.171115849,1.114786154,1.060321962,1.010972844,0.963811073,0.91944096,0.875227342,0.833592131,0.789679398
710,1.876825856,1.531819687,1.304230727,1.248902205,1.169494102,1.112438547,1.059537047,1.004355739,0.952361802,0.918871749,0.863230785,0.819403399
715,2.140467236,1.668442076,1.420227885,1.310824605,1.233944389,1.167121988,1.101309174,1.04569919,0.99340126,0.945995661,0.899340942,0.84969306
720,2.365361367,1.826189207,1.489581318,1.412851069,1.301466606,1.224457614,1.151995947,1.091197877,1.032098454,0.978674742,0.930525155,0.879595383
